+0.43,0.4,0.19,0.26,0.74,0
0.28,0.31,0.25,0.17000000000000004,0.83,0
0.1,0.25,0.22,0.43999999999999995,0.56,0
0.4,0.25,0.13,0.41000000000000003,0.59,0
0.37,0.25,0.22,0.26,0.74,0
0.13,0.28,0.13,0.17000000000000004,0.83,0
0.25,0.37,0.01,0.41000000000000003,0.59,0
0.25,0.34,0.13,0.26,0.74,0
0.28,0.34,0.13,0.29000000000000004,0.71,0
0.43,0.43,0.1,0.31999999999999995,0.68,0
0.43,0.4,0.04,0.050000000000000044,0.95,0
0.1,0.4,0.22,0.5,0.5,0
0.1,0.43,0.1,0.43999999999999995,0.56,0
0.25,0.4,0.1,0.47,0.53,0
0.37,0.34,0.16,0.19999999999999996,0.8,0
0.46,0.46,0.07,0.43999999999999995,0.56,0
0.31,0.46,0.28,0.19999999999999996,0.8,0
0.16,0.28,0.19,0.17000000000000004,0.83,0
0.43,0.4,0.19,0.19999999999999996,0.8,0
0.37,0.49,0.22,0.22999999999999998,0.77,0
0.46,0.31,0.01,0.17000000000000004,0.83,0
0.4,0.37,0.25,0.10999999999999999,0.89,0
0.07,0.49,0.04,0.17000000000000004,0.83,0
0.13,0.4,0.28,0.43999999999999995,0.56,0
0.19,0.37,0.19,0.14,0.86,0
0.4,0.31,0.16,0.35,0.65,0
0.07,0.37,0.04,0.38,0.62,0
0.37,0.31,0.22,0.020000000000000018,0.98,0
0.25,0.34,0.25,0.5,0.5,0
0.04,0.25,0.07,0.14,0.86,0
0.4,0.37,0.07,0.07999999999999996,0.92,0
0.4,0.4,0.16,0.29000000000000004,0.71,0
0.31,0.43,0.25,0.050000000000000044,0.95,0
0.19,0.28,0.19,0.10999999999999999,0.89,0
0.04,0.34,0.04,0.43999999999999995,0.56,0
0.46,0.31,0.16,0.29000000000000004,0.71,0
0.31,0.49,0.16,0.35,0.65,0
0.31,0.46,0.04,0.14,0.86,0
0.16,0.4,0.22,0.29000000000000004,0.71,0
0.01,0.28,0.07,0.41000000000000003,0.59,0
0.16,0.37,0.25,0.38,0.62,0
0.19,0.31,0.19,0.07999999999999996,0.92,0
0.43,0.37,0.13,0.29000000000000004,0.71,0
0.07,0.43,0.01,0.07999999999999996,0.92,0
0.4,0.49,0.1,0.41000000000000003,0.59,0
0.34,0.49,0.1,0.35,0.65,0
0.46,0.34,0.19,0.050000000000000044,0.95,0
0.34,0.25,0.28,0.10999999999999999,0.89,0
0.4,0.31,0.04,0.19999999999999996,0.8,0
0.1,0.28,0.25,0.22999999999999998,0.77,0
0.1,0.4,0.19,0.19999999999999996,0.8,0
0.46,0.46,0.28,0.41000000000000003,0.59,0
0.1,0.31,0.28,0.22999999999999998,0.77,0
0.4,0.43,0.22,0.41000000000000003,0.59,0
0.25,0.28,0.28,0.38,0.62,0
0.25,0.43,0.22,0.050000000000000044,0.95,0
0.22,0.43,0.01,0.020000000000000018,0.98,0
0.1,0.46,0.04,0.31999999999999995,0.68,0
0.4,0.49,0.13,0.22999999999999998,0.77,0
0.46,0.34,0.22,0.050000000000000044,0.95,0
0.19,0.37,0.22,0.31999999999999995,0.68,0
0.01,0.4,0.22,0.43999999999999995,0.56,0
0.28,0.43,0.19,0.5,0.5,0
0.31,0.25,0.19,0.07999999999999996,0.92,0
0.16,0.34,0.04,0.41000000000000003,0.59,0
0.25,0.25,0.25,0.31999999999999995,0.68,0
0.07,0.28,0.04,0.43999999999999995,0.56,0
0.49,0.43,0.16,0.22999999999999998,0.77,0
0.31,0.28,0.04,0.29000000000000004,0.71,0
0.28,0.46,0.13,0.47,0.53,0
0.34,0.49,0.01,0.020000000000000018,0.98,0
0.01,0.46,0.22,0.41000000000000003,0.59,0
0.28,0.28,0.1,0.47,0.53,0
0.04,0.46,0.13,0.35,0.65,0
0.13,0.31,0.22,0.10999999999999999,0.89,0
0.37,0.4,0.13,0.31999999999999995,0.68,0
0.4,0.43,0.04,0.31999999999999995,0.68,0
0.4,0.31,0.07,0.17000000000000004,0.83,0
0.19,0.28,0.22,0.43999999999999995,0.56,0
0.37,0.49,0.19,0.050000000000000044,0.95,0
0.46,0.43,0.28,0.22999999999999998,0.77,0
0.49,0.34,0.19,0.47,0.53,0
0.19,0.4,0.19,0.17000000000000004,0.83,0
0.04,0.43,0.07,0.07999999999999996,0.92,0
0.49,0.46,0.13,0.35,0.65,0
0.04,0.46,0.07,0.41000000000000003,0.59,0
0.22,0.46,0.13,0.35,0.65,0
0.31,0.34,0.01,0.5,0.5,0
0.07,0.4,0.28,0.22999999999999998,0.77,0
0.49,0.49,0.1,0.22999999999999998,0.77,0
0.07,0.46,0.07,0.07999999999999996,0.92,1
0.4,0.49,0.28,0.29000000000000004,0.71,0
0.46,0.34,0.1,0.07999999999999996,0.92,1
0.25,0.43,0.04,0.26,0.74,0
0.13,0.4,0.28,0.17000000000000004,0.83,1
0.01,0.4,0.07,0.29000000000000004,0.71,0
0.04,0.37,0.01,0.38,0.62,0
0.28,0.25,0.01,0.31999999999999995,0.68,0
0.25,0.4,0.13,0.41000000000000003,0.59,0
0.01,0.37,0.16,0.020000000000000018,0.98,0
0.65,0.1,0.28,0.95,0.050000000000000044,1
0.86,0.07,0.25,0.65,0.35,1
0.68,0.19,0.43,0.8,0.19999999999999996,1
0.62,0.16,0.4,0.98,0.020000000000000018,1
0.68,0.1,0.4,0.95,0.050000000000000044,1
0.71,0.19,0.49,0.59,0.41000000000000003,1
0.89,0.25,0.25,0.5,0.5,1
0.89,0.16,0.43,0.53,0.47,1
0.83,0.01,0.37,0.89,0.10999999999999999,1
0.59,0.01,0.37,0.92,0.07999999999999996,1
0.74,0.04,0.49,0.65,0.35,1
0.8,0.07,0.31,0.71,0.29000000000000004,1
0.59,0.25,0.4,0.74,0.26,1
0.86,0.01,0.46,0.53,0.47,1
0.56,0.04,0.31,0.89,0.10999999999999999,1
0.53,0.13,0.4,0.62,0.38,1
0.53,0.16,0.34,0.71,0.29000000000000004,1
0.89,0.19,0.25,0.68,0.31999999999999995,1
0.59,0.13,0.49,0.59,0.41000000000000003,1
0.59,0.13,0.49,0.92,0.07999999999999996,1
0.68,0.25,0.25,0.77,0.22999999999999998,1
0.59,0.01,0.4,0.71,0.29000000000000004,1
0.83,0.13,0.4,0.8,0.19999999999999996,1
0.53,0.07,0.43,0.92,0.07999999999999996,1
0.8,0.19,0.28,0.71,0.29000000000000004,1
0.5,0.07,0.4,0.86,0.14,1
0.56,0.28,0.28,0.59,0.41000000000000003,1
0.53,0.1,0.43,0.89,0.10999999999999999,1
0.65,0.1,0.4,0.74,0.26,1
0.74,0.13,0.46,0.62,0.38,1
0.71,0.28,0.28,0.74,0.26,1
0.62,0.1,0.43,0.77,0.22999999999999998,1
0.53,0.22,0.43,0.92,0.07999999999999996,1
0.89,0.01,0.37,0.53,0.47,1
0.74,0.07,0.49,0.86,0.14,1
0.53,0.22,0.25,0.56,0.43999999999999995,1
0.71,0.16,0.28,0.53,0.47,1
0.62,0.25,0.43,0.8,0.19999999999999996,1
0.53,0.04,0.46,0.95,0.050000000000000044,1
0.77,0.25,0.28,0.89,0.10999999999999999,1
0.74,0.22,0.31,0.92,0.07999999999999996,1
0.53,0.25,0.31,0.86,0.14,1
0.56,0.19,0.46,0.74,0.26,1
0.83,0.1,0.28,0.68,0.31999999999999995,1
0.65,0.1,0.37,0.92,0.07999999999999996,1
0.83,0.25,0.28,0.89,0.10999999999999999,1
0.53,0.13,0.28,0.71,0.29000000000000004,1
0.59,0.28,0.46,0.95,0.050000000000000044,1
0.71,0.25,0.43,0.59,0.41000000000000003,0
0.71,0.13,0.4,0.98,0.020000000000000018,0
0.8,0.1,0.43,0.59,0.41000000000000003,0
0.86,0.07,0.46,0.59,0.41000000000000003,0
0.74,0.25,0.4,0.5,0.5,0
0.8,0.16,0.4,0.77,0.22999999999999998,0
0.62,0.25,0.37,0.68,0.31999999999999995,1
0.62,0.19,0.34,0.92,0.07999999999999996,1
0.65,0.22,0.46,0.89,0.10999999999999999,1
0.83,0.01,0.31,0.86,0.14,1
0.74,0.19,0.49,0.95,0.050000000000000044,1
0.59,0.19,0.43,0.83,0.17000000000000004,1
0.65,0.04,0.34,0.95,0.050000000000000044,1
0.8,0.28,0.31,0.53,0.47,1
0.68,0.1,0.31,0.65,0.35,1
0.8,0.04,0.43,0.5,0.5,1
0.83,0.07,0.49,0.53,0.47,1
0.89,0.19,0.31,0.95,0.050000000000000044,1
0.71,0.19,0.31,0.74,0.26,1
0.74,0.13,0.49,0.59,0.41000000000000003,1
0.53,0.28,0.49,0.65,0.35,0
0.83,0.19,0.34,0.5,0.5,0
0.68,0.19,0.4,0.98,0.020000000000000018,0
0.74,0.28,0.4,0.53,0.47,0
0.74,0.19,0.46,0.95,0.050000000000000044,0
0.62,0.28,0.46,0.77,0.22999999999999998,0
0.65,0.22,0.49,0.86,0.14,0
0.8,0.1,0.43,0.95,0.050000000000000044,0
0.5,0.01,0.4,0.86,0.14,0
0.86,0.28,0.4,0.5,0.5,0
0.56,0.28,0.43,0.8,0.19999999999999996,0
0.65,0.01,0.4,0.56,0.43999999999999995,0
0.86,0.01,0.28,0.53,0.47,1
0.74,0.25,0.4,0.68,0.31999999999999995,1
0.89,0.07,0.28,0.92,0.07999999999999996,1
0.68,0.1,0.28,0.5,0.5,1
0.8,0.19,0.34,0.65,0.35,1
0.62,0.28,0.28,0.71,0.29000000000000004,1
0.56,0.04,0.25,0.86,0.14,1
0.68,0.07,0.31,0.68,0.31999999999999995,1
0.74,0.28,0.34,0.98,0.020000000000000018,0
0.74,0.04,0.49,0.8,0.19999999999999996,1
0.68,0.16,0.46,0.95,0.050000000000000044,1
0.53,0.16,0.49,0.98,0.020000000000000018,0
0.62,0.13,0.34,0.77,0.22999999999999998,0
0.71,0.07,0.34,0.95,0.050000000000000044,0
0.83,0.04,0.43,0.98,0.020000000000000018,0
0.68,0.01,0.46,0.68,0.31999999999999995,0
0.89,0.28,0.43,0.92,0.07999999999999996,0
0.74,0.1,0.4,0.59,0.41000000000000003,0
0.5,0.22,0.34,0.5,0.5,0
0.5,0.1,0.43,0.71,0.29000000000000004,0
